refrigerant;sorbent;sorbent-subtype;type;EoS;MIXING;p_crit_1;T_crit_1;omega_1;kappa_1_1;beta_0_1;beta_1_1;beta_2_1;beta_3_1;p_crit_2;T_crit_2;omega_2;kappa_1_2;beta_0_2;beta_1_2;beta_2_2;beta_3_2;delta_12;m;l_12;l_21;t;validity-temperature-min;validity-temperature-max;comment;literature
R-32;lubricant;BAB32;abs;2.0000000000E+01;-5.0000000000E+00;5.7820000000E+06;3.5125500000E+02;2.7680000000E-01;-4.9900000000E-02;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.1380000000E+06;7.7289000000E+02;6.9472800000E-01;-9.8600000000E-02;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.4570000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;313.15;353.15;;"Takigawa, Katsuya; Sandler, Stanley I.; Yokozeki, Akimichi (2002): Solubility and viscosity of refrigerant/lubricant mixtures. Hydrofluorocarbon/alkylbenzene systems. In: International Journal of Refrigeration 25 (8), S. 1014–1024. DOI: 10.1016/S0140-7007(02)00025-7."
R-23;1-Phenyloctane;;abs;1.0000000000E+01;5.0000000000E+00;4.8580000000E+06;2.9930000000E+02;2.6700000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.9800000000E+06;7.2500000000E+02;5.7200000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.4800000000E-01;-1.4000000000E-02;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;253.15;368.15;;"Bogatu, Cristina; Geană, Dan; Vîlcu, Rodica; Duţă, Anca; Poot, Wim; Loos, Theo W. de (2010): Fluid phase equilibria in the binary system trifluoromethane+1-phenyloctane. In: Fluid Phase Equilibria 295 (2), S. 186–193. DOI: 10.1016/j.fluid.2010.04.013."
R-23;1-Phenyloctane;;abs;-5.0000000000E+00;5.0000000000E+00;4.8580000000E+06;2.9930000000E+02;2.6700000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.9800000000E+06;7.2500000000E+02;5.7200000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.5000000000E-01;-1.3000000000E-02;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;253.15;368.15;;"Bogatu, Cristina; Geană, Dan; Vîlcu, Rodica; Duţă, Anca; Poot, Wim; Loos, Theo W. de (2010): Fluid phase equilibria in the binary system trifluoromethane+1-phenyloctane. In: Fluid Phase Equilibria 295 (2), S. 186–193. DOI: 10.1016/j.fluid.2010.04.013."
R-32;lubricant;POE32;abs;-1.0000000000E+01;1.0000000000E+01;5.7820000000E+06;3.5126000000E+02;0.0000000000E+00;0.0000000000E+00;1.0019000000E+00;4.8333000000E-01;-7.5380000000E-02;6.7300000000E-03;8.7400000000E+05;8.6400000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.1300000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;6.4600000000E-02;2.6600000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-32;lubricant;POE68;abs;-1.0000000000E+01;1.0000000000E+01;5.7820000000E+06;3.5126000000E+02;0.0000000000E+00;0.0000000000E+00;1.0019000000E+00;4.8333000000E-01;-7.5380000000E-02;6.7300000000E-03;6.8200000000E+05;7.4600000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.2490000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.2800000000E-02;8.7100000000E-02;1.3800000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-32;lubricant;PEB8;abs;-1.0000000000E+01;1.0000000000E+01;5.7820000000E+06;3.5126000000E+02;0.0000000000E+00;0.0000000000E+00;1.0019000000E+00;4.8333000000E-01;-7.5380000000E-02;6.7300000000E-03;7.7200000000E+05;7.9300000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.4100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.2100000000E-02;2.0058000000E+01;6.9800000000E-02;-7.8200000000E+01;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-32;lubricant;HAB32;abs;-1.0000000000E+01;1.0000000000E+01;5.7820000000E+06;3.5126000000E+02;0.0000000000E+00;0.0000000000E+00;1.0019000000E+00;4.8333000000E-01;-7.5380000000E-02;6.7300000000E-03;1.0730000000E+06;7.5800000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.1150000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.5360000000E-01;1.2760000000E-01;1.4220000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;POE32;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;8.7400000000E+05;8.6400000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.1300000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;2.9600000000E-02;1.7900000000E-02;2.9000000000E-03;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;POE68;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;6.8200000000E+05;7.4600000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.2490000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;2.4600000000E-02;2.4500000000E-02;4.7000000000E-03;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;PEB8;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;7.7200000000E+05;7.9300000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.4100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;1.1900000000E-02;5.0000000000E-04;5.0000000000E-04;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;HC16;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;1.4190000000E+06;7.1700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;7.3100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-2.1740000000E-01;1.5560000000E-01;1.5560000000E-01;5.4200000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;HAB32;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;1.0730000000E+06;7.5800000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.1150000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.5360000000E-01;1.2760000000E-01;1.4220000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-125;lubricant;HAB15;abs;-1.0000000000E+01;1.0000000000E+01;3.6370000000E+06;3.3919000000E+02;0.0000000000E+00;0.0000000000E+00;1.0001000000E+00;4.7736000000E-01;-1.9770000000E-02;-1.7700000000E-02;1.1450000000E+06;7.5500000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.5000000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.5700000000E-01;9.1500000000E-02;1.2970000000E-01;1.2200000000E+01;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;POE32;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;8.7400000000E+05;8.6400000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.1300000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.0600000000E-02;5.6100000000E-02;2.5400000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;POE68;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;6.8200000000E+05;7.4600000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.2490000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.0900000000E-02;6.7800000000E-02;3.5100000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;PEB8;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;7.7200000000E+05;7.9300000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.4100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.9300000000E-02;5.0400000000E-02;3.5900000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;HC16;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;1.4190000000E+06;7.1700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;7.3100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.6300000000E-01;9.2800000000E-02;1.0740000000E-01;4.1900000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;HC13;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;1.7200000000E+06;6.7600000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;7.9000000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.7340000000E-01;8.5900000000E-02;1.0680000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;HC20;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;1.1150000000E+06;7.6700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.0760000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.5360000000E-01;7.8200000000E-02;1.0290000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-134a;lubricant;HAB32;abs;-1.0000000000E+01;1.0000000000E+01;4.0590000000E+06;3.7421000000E+02;0.0000000000E+00;0.0000000000E+00;1.0025000000E+00;5.0532000000E-01;-4.9830000000E-02;0.0000000000E+00;1.0730000000E+06;7.5800000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.1150000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.6610000000E-01;1.1460000000E-01;1.3320000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-143a;lubricant;PEB8;abs;-1.0000000000E+01;1.0000000000E+01;3.7590000000E+06;3.4620000000E+02;0.0000000000E+00;0.0000000000E+00;1.0006000000E+00;4.5874000000E-01;-4.8460000000E-02;-1.4300000000E-02;7.7200000000E+05;7.9300000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.4100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;9.5900000000E-02;-8.4500000000E-02;-9.3400000000E-02;-4.1900000000E+01;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-143a;lubricant;HC16;abs;-1.0000000000E+01;1.0000000000E+01;3.7590000000E+06;3.4620000000E+02;0.0000000000E+00;0.0000000000E+00;1.0006000000E+00;4.5874000000E-01;-4.8460000000E-02;-1.4300000000E-02;1.4190000000E+06;7.1700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;7.3100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.5440000000E-01;1.1670000000E-01;1.1670000000E-01;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-143a;lubricant;HAB15;abs;-1.0000000000E+01;1.0000000000E+01;3.7590000000E+06;3.4620000000E+02;0.0000000000E+00;0.0000000000E+00;1.0006000000E+00;4.5874000000E-01;-4.8460000000E-02;-1.4300000000E-02;1.1450000000E+06;7.5500000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.5000000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-9.0000000000E-02;5.8000000000E-02;9.0400000000E-02;-3.6800000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-152a;lubricant;PEB8;abs;-1.0000000000E+01;1.0000000000E+01;4.5200000000E+06;3.8644000000E+02;0.0000000000E+00;0.0000000000E+00;1.0012000000E+00;4.8495000000E-01;-8.5080000000E-02;1.4600000000E-02;7.7200000000E+05;7.9300000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;9.4100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;9.4000000000E-02;-6.5600000000E-02;-8.2000000000E-02;-1.4500000000E+01;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-152a;lubricant;HC16;abs;-1.0000000000E+01;1.0000000000E+01;4.5200000000E+06;3.8644000000E+02;0.0000000000E+00;0.0000000000E+00;1.0012000000E+00;4.8495000000E-01;-8.5080000000E-02;1.4600000000E-02;1.4190000000E+06;7.1700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;7.3100000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-1.2540000000E-01;7.8800000000E-02;9.0000000000E-02;3.4900000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-12;lubricant;AB32;abs;-1.0000000000E+01;1.0000000000E+01;4.1160000000E+06;3.8515000000E+02;0.0000000000E+00;0.0000000000E+00;1.0002000000E+00;3.9651000000E-01;-6.1520000000E-02;1.1600000000E-02;1.0150000000E+06;8.5700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;8.9200000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;3.3900000000E-02;3.8500000000E-02;0.0000000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-22;lubricant;AB32;abs;-1.0000000000E+01;1.0000000000E+01;4.9780000000E+06;3.6917000000E+02;0.0000000000E+00;0.0000000000E+00;1.0011000000E+00;4.3295000000E-01;-6.2140000000E-02;1.5000000000E-02;1.0150000000E+06;8.5700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;8.9200000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-3.9500000000E-02;5.6900000000E-02;6.9400000000E-02;3.2900000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-13 B1;lubricant;AB32;abs;-1.0000000000E+01;1.0000000000E+01;3.9600000000E+06;3.4020000000E+02;0.0000000000E+00;0.0000000000E+00;1.0005000000E+00;4.0042000000E-01;-8.7280000000E-02;2.9200000000E-02;1.0150000000E+06;8.5700000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;8.9200000000E-01;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-2.9900000000E-02;5.9800000000E-02;1.9940000000E-01;6.0900000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
R-123;lubricant;MO56;abs;-1.0000000000E+01;1.0000000000E+01;3.6680000000E+06;4.5683000000E+02;0.0000000000E+00;0.0000000000E+00;1.0016000000E+00;4.7925000000E-01;-7.1110000000E-02;1.5800000000E-02;1.1040000000E+06;8.3200000000E+02;0.0000000000E+00;0.0000000000E+00;1.0000000000E+00;1.0200000000E+00;0.0000000000E+00;0.0000000000E+00;0.0000000000E+00;-4.8000000000E-02;3.8400000000E-02;3.8400000000E-02;7.5800000000E+00;;;;Yokozeki, A. (2001): Solubility of Refrigerant in Various Lubricants. In: International Journal of Thermophysics 22 (4), S. 1057–1071. DOI: 10.1023/A:1010695705260.
